আফ্রিকা	África
শিল্পকলার ইতিহাস	História da arte
ইতিহাস লিখনধারা	Historiografia
অক্সাইড	Óxido
চলরাশি	Variável (matemática)
জঁ রনোয়ার	Jean Renoir
প্যারিস মেট্রো	Metropolitano de Paris
ডাই হার্ড ৪	Live Free or Die Hard
ডক্টর ফস্টাস	A Trágica História do Doutor Fausto
জন ফোর্ড	John Ford
ডি ডব্লিউ গ্রিফিথ	D. W. Griffith
বাজিলিকা দি সান্তা ক্রোচে	Basílica de Santa Cruz
হারমোনিকা	Harmónica (instrumento musical)
চন্দ্রশেখর সীমা	Limite de Chandrasekhar
স্টোনওয়াল দাঙ্গা	Rebelião de Stonewall
গৌরব পদযাত্রা	Parada gay
এম নাইট শ্যামালান	M. Night Shyamalan
মাইকেল কার্টিজ	Michael Curtiz
ফ্রাঙ্ক ক্যাপ্রা	Frank Capra
উইলিয়াম ওয়াইলার	William Wyler
অম্পেয়্যারের বর্তনী সূত্র	Lei de Ampère
ম্যাক্সওয়েলের সমীকরণসমূহ	Equações de Maxwell
ফ্র্যাংকলিন স্ক্যাফনার	Franklin J. Schaffner
রিচার্ড অ্যাটেনব্রো	Richard Attenborough
জন ম্যাডেন	John Madden
অ্যালান জে পাকুলা	Alan J. Pakula
মাইক নিকোলস	Mike Nichols
লুইস বুনুয়েল	Luis Buñuel
বিলি ওয়াইল্ডার	Billy Wilder
রোমান পোলান্‌স্কি	Roman Polanski
সিডনি লুমেট	Sidney Lumet
আর্নস্ট লুবিচ	Ernst Lubitsch
জেমস আইভরি (পরিচালক)	James Ivory
হাওয়ার্ড হক্‌স	Howard Hawks
উইলিয়াম ফ্রিডকিন	William Friedkin
নাসিক্য ব্যঞ্জনধ্বনি	Consoante nasal
স্পর্শ ব্যঞ্জনধ্বনি	Consoante oclusiva
নৈকট্য ব্যঞ্জনধ্বনি	Consoante aproximante
কম্পনজাত ব্যঞ্জনধ্বনি	Consoante vibrante múltipla
আনাতোলিয়া	Anatólia
মসিহ	Messias
প্রথম ক্রুসেড	Primeira Cruzada
জনগণের ক্রুসেড	Cruzada Popular
১১০১-এর ক্রুসেড	Cruzada de 1101
দ্বিতীয় ক্রুসেড	Segunda Cruzada
তৃতীয় ক্রুসেড	Terceira Cruzada
চতুর্থ ক্রুসেড	Quarta Cruzada
আলবিগেন্সীয় ক্রুসেড	Cruzada Albigense
শিশুদের ক্রুসেড	Cruzada das Crianças
পঞ্চম ক্রুসেড	Quinta Cruzada
ষষ্ঠ ক্রুসেড	Sexta Cruzada
সপ্তম ক্রুসেড	Sétima Cruzada
ইসলামে যিশু	Isa (profeta)
গুগল টক	Google Talk
হাঙ্গেরির ভায়োলান্ট	Iolanda da Hungria
বাংলাদেশ জাতীয় জাদুঘর	Museu Nacional do Bangladesh
ফিল্ড আর্মি	Exército (unidade)
ইবোলা ভাইরাসজনিত রোগ	Doença por vírus Ébola
উচ্চ জার্মান ভাষাসমূহ	Alto-alemão
কোরিয়া উপসাগর	Golfo da Coreia
নর্ডীয় রাষ্ট্রসমূহ	Países nórdicos
জীবভূগোল	Biogeografia
শেখ হাসিনা	Sheikh Hasina
মোগাদিশুর যুদ্ধ (১৯৯৩)	Batalha de Mogadíscio (1993)
বিষয়শ্রেণী:হাইড্রোকার্বন	Categoria:Hidrocarbonetos
রেজিমেন্ট	Regimento
পার্ল হারবার আক্রমণ	Ataque a Pearl Harbor
টেমপ্লেট:Chembox	Predefinição:Info/Química
টেমপ্লেট:তথ্যছক মৌল	Predefinição:Info/Elemento
বিষয়শ্রেণী:রসায়ন টেমপ্লেট	Categoria:!Predefinições sobre química
টেমপ্লেট:তথ্যছক খনিজ	Predefinição:Info/Mineral
টেমপ্লেট:তথ্যছক প্রোটিন	Predefinição:Info/Proteína
টেমপ্লেট:Taxobox	Predefinição:Info/Taxonomia
বব বিমন	Bob Beamon
এরিকসন	Ericsson
জেসি ওয়েন্স	Jesse Owens
এঙ্কাইলোজিং স্পন্ডাইলাইটিস	Espondilite anquilosante
ইথেন	Etano
হাভিয়ের জানেত্তি	Javier Zanetti
ফ্রেদ্রিক রাইনফেল্‌ৎ	Fredrik Reinfeldt
সুইডেনের প্রথম গুস্তাভ	Gustavo I da Suécia
এর্জে	Hergé
অটো প্রেমিঙার	Otto Preminger
জঁ-লুক গদার	Jean-Luc Godard
ফ্রঁসোয়া ত্রুফো	François Truffaut
রোবার্তো রোসেলিনি	Roberto Rossellini
ভিত্তোরিও দে সিকা	Vittorio De Sica
বেরনার্দো বেরতোলুচ্চি	Bernardo Bertolucci
হিটাচি	Hitachi (empresa)
প্যানাসনিক	Panasonic Corporation
টয়োটা	Toyota Motor
ট্রেসি অস্টিন	Tracy Austin
জেমস ব্লেক	James Blake
মাইকেল চ্যাং	Michael Chang
জিমি কনর্স	Jimmy Connors
জিম কুরিয়ার	Jim Courier
ডুইট ডেভিস	Dwight Davis
রক্তদান	Doação de sangue
টমি হাস	Tommy Haas
ফিলাম্মোন	Filamon
ইয়ালমার ব্রান্তিং	Karl Hjalmar Branting
ব্যাঙ	Anura
লাইকা	Laika
ওলফ পালমে	Olof Palme
জোরান পের্শোন	Göran Persson
ইলেকট্রন বিন্যাস	Configuração eletrónica
রুপার্ট মার্ডক	Rupert Murdoch
ক্রিস্তিয়ান তেয়ো	Cristian Tello
বিষয়শ্রেণী:রাজা	Categoria:Reis
বিষয়শ্রেণী:সরকার	Categoria:Governo
বিষয়শ্রেণী:ভালোবাসা	Categoria:Amor
সামি খেদিরা	Sami Khedira
কন্টিনেন্টাল আর্মি	Exército Continental
আন্তর্জাতিক শ্রম সংস্থা	Organização Internacional do Trabalho
জেনারেল ইলেকট্রিক	General Electric
অভিস্রবণ	Osmose
পাইরেটস অফ দ্য ক্যারিবিয়ান: অ্যাট ওয়ার্ল্ড’স এন্ড	Pirates of the Caribbean: At World's End
ওয়ার্ড প্রসেসর	Processador de texto
ডিসকভারি নভোখেয়াযান	Discovery (ônibus espacial)
টেমপ্লেট:তথ্যছক আইনসভা	Predefinição:Info/Órgão legislativo
সিটিগ্রুপ সেন্টার	Citigroup Centre
কোয়ান্টাম ক্ষেত্র তত্ত্ব	Teoria quântica de campos
বিলি জিন কিং	Billie Jean King
মার্টিনা নাভ্রাতিলোভা	Martina Navrátilová
অ্যান্ডি রডিক	Andy Roddick
সেম্যান্টিক ওয়েব	Web semântica
ভার্চুয়াল ইন্টারন্যাশনাল অথরিটি ফাইল	Base Virtual Internacional de Autoridade
হানেস আল্‌ফভেন	Hannes Alfvén
ক্রিস্তফ কিয়েশ্‌লফ্‌স্কি	Krzysztof Kieślowski
মার্গারেট হুইটম্যান	Meg Whitman
অলিয়েক্সান্দর দভজেন্‌কো	Aleksandr Dovjenko
আব্বাস কিয়রোস্তামি	Abbas Kiarostami
মোহসেন মাখমালবফ	Mohsen Makhmalbaf
আলেহান্দ্রো গোন্সালেস ইনারিতু	Alejandro González Iñárritu
ডেভিড লিন	David Lean
বিষয়শ্রেণী:দেশ অনুযায়ী চলচ্চিত্র	Categoria:Filmes por país
বিষয়শ্রেণী:চলচ্চিত্র	Categoria:Filmes
বিষয়শ্রেণী:পরিচালক অনুযায়ী চলচ্চিত্র	Categoria:Filmes por cineasta
বিষয়শ্রেণী:স্টুডিও অনুযায়ী চলচ্চিত্র	Categoria:Filmes por estúdio
বিষয়শ্রেণী:প্রযুক্তি অনুযায়ী চলচ্চিত্র	Categoria:Filmes por tecnologia
বিষয়শ্রেণী:চলচ্চিত্রের তালিকা	Categoria:Listas de filmes
হায়াও মিয়াজাকি	Hayao Miyazaki
কেনজি মিজোগুচি	Kenji Mizoguchi
ইয়াসুজিরো ওজু	Yasujiro Ozu
ডেভিড ক্রোনেনবার্গ	David Cronenberg
মিকেলাঞ্জেলো আন্তোনিওনি	Michelangelo Antonioni
তড়িৎ বিভব	Potencial elétrico
কটকটি ব্যাঙ	Dicroglossidae
মোজিলা ফাউন্ডেশন	Mozilla Foundation
নিড ফর স্পিড	Need for Speed
অপরাহ উইনফ্রে	Oprah Winfrey
আলবাট্রস	Diomedeidae
সামুদ্রিক পাখি	Ave oceânica
যান্ত্রিক ভাষা	Código de máquina
চিকশুলুব খাদ	Cratera de Chicxulub
রিডলি স্কট	Ridley Scott
টিম বার্টন	Tim Burton
জার্মানির সামরিক বাহিনী	Bundeswehr
সামরিক পদ	Hierarquia militar
জার্মান পুনঃএকত্রীকরণ	Reunificação da Alemanha
কোলোনিয়া দেল সাক্রামেন্তো	Colônia do Sacramento
ফ্রান্সিস ফোর্ড কপোলা	Francis Ford Coppola
কোয়েন ভ্রাতৃদ্বয়	Joel e Ethan Coen
লিজে মাইটনার	Lise Meitner
কিম জং উন	Kim Jong-un
হোপি ভাষা	Língua hopi
হাউসা ভাষা	Língua haúça
চিয়াংশি	Jiangxi
প্যারাসিটামল	Paracetamol
ফিলিপ লেনার্ড	Philipp Lenard
অটো হান	Otto Hahn
জেমস ফ্রাংক	James Franck
মাক্স ফন লাউয়ে	Max von Laue
ভিলহেল্ম ভিন	Wilhelm Wien
গুস্টাফ লুটভিগ হের্ৎস	Gustav Ludwig Hertz
অটো ষ্টের্ন	Otto Stern
ড্যানিয়েল গ্যাব্রিয়েল ফারেনহাইট	Gabriel Fahrenheit
কার্ল ফের্ডিনান্ড ব্রাউন	Karl Ferdinand Braun
অ্যাডলফ ভন বেয়ার	Adolf von Baeyer
ইয়ুর্গেন ক্লিন্সমান	Jürgen Klinsmann
ইয়োহানেস ষ্টার্ক	Johannes Stark
ইমানুয়েল লাস্কার	Emanuel Lasker
মারিয়া গ্যোপের্ট-মায়ার	Maria Goeppert-Mayer
ইয়োসেফ ম্যাঙ্গেলা	Josef Mengele
ইয়েন্স লেহমান	Jens Lehmann
অ্যালব্রেচ্‌ট কোসেল	Albrecht Kossel
